message,category,label,urgency,financial_request,personal_info_request,suspicious_link,threat_language,reward_promise,source,sender_type
Use OTP 644267 to complete your login attempt at Google. Valid for 5 minutes.,safe,0,No,No,Yes,No,No,No,SMS,Company
Security Alert: Your one-time passcode for Uber account access is 175682. Never give this code to callers.,safe,0,Yes,No,Yes,No,No,No,Email,Company
Hi! Your 6-digit verification code for Bank of America sign-in is 473782.,safe,0,No,No,Yes,No,No,No,SMS,Bank
Use 893270 as your security pin to authorize transaction on Amazon. Expires in 10 mins.,safe,0,Yes,No,Yes,No,No,No,SMS,Company
"Your single-use password for Amazon portal is 410535. If you did not request this, please change your password.",safe,0,No,No,Yes,No,No,No,Email,Company
Your Chase verification code is 124324. Do not share this code with anyone for security reasons.,safe,0,Yes,No,Yes,No,No,No,Email,Bank
Use OTP 535124 to complete your login attempt at HDFC Bank. Valid for 5 minutes.,safe,0,No,No,Yes,No,No,No,SMS,Bank
Security Alert: Your one-time passcode for Bank of America account access is 678411. Never give this code to callers.,safe,0,Yes,No,Yes,No,No,No,SMS,Bank
Hi! Your 6-digit verification code for ICICI Bank sign-in is 940447.,safe,0,No,No,Yes,No,No,No,SMS,Bank
Use 260576 as your security pin to authorize transaction on LinkedIn. Expires in 10 mins.,safe,0,Yes,No,Yes,No,No,No,SMS,Company
"Your single-use password for Slack portal is 950217. If you did not request this, please change your password.",safe,0,No,No,Yes,No,No,No,Email,Company
Your HDFC Bank verification code is 242611. Do not share this code with anyone for security reasons.,safe,0,Yes,No,Yes,No,No,No,SMS,Bank
Use OTP 912011 to complete your login attempt at WhatsApp. Valid for 5 minutes.,safe,0,No,No,Yes,No,No,No,SMS,Company
Security Alert: Your one-time passcode for GitHub account access is 780295. Never give this code to callers.,safe,0,Yes,No,Yes,No,No,No,Email,Company
Hi! Your 6-digit verification code for Microsoft sign-in is 335973.,safe,0,No,No,Yes,No,No,No,SMS,Company
Use 997542 as your security pin to authorize transaction on WhatsApp. Expires in 10 mins.,safe,0,Yes,No,Yes,No,No,No,SMS,Company
"Your single-use password for Axis Bank portal is 529645. If you did not request this, please change your password.",safe,0,No,No,Yes,No,No,No,SMS,Bank
Your Uber verification code is 696989. Do not share this code with anyone for security reasons.,safe,0,Yes,No,Yes,No,No,No,Email,Company
Use OTP 256680 to complete your login attempt at Amazon. Valid for 5 minutes.,safe,0,No,No,Yes,No,No,No,Email,Company
Security Alert: Your one-time passcode for HDFC Bank account access is 479343. Never give this code to callers.,safe,0,Yes,No,Yes,No,No,No,Email,Bank
Hi! Your 6-digit verification code for Chase sign-in is 589485.,safe,0,No,No,Yes,No,No,No,SMS,Bank
Use 542730 as your security pin to authorize transaction on Wells Fargo. Expires in 10 mins.,safe,0,Yes,No,Yes,No,No,No,Email,Bank
"Your single-use password for Slack portal is 641592. If you did not request this, please change your password.",safe,0,No,No,Yes,No,No,No,Email,Company
Your HDFC Bank verification code is 717924. Do not share this code with anyone for security reasons.,safe,0,Yes,No,Yes,No,No,No,Email,Bank
Use OTP 615334 to complete your login attempt at Chase. Valid for 5 minutes.,safe,0,No,No,Yes,No,No,No,Email,Bank
Security Alert: Your one-time passcode for Axis Bank account access is 442126. Never give this code to callers.,safe,0,Yes,No,Yes,No,No,No,SMS,Bank
Hi! Your 6-digit verification code for Amazon sign-in is 531282.,safe,0,No,No,Yes,No,No,No,SMS,Company
Use 616852 as your security pin to authorize transaction on ICICI Bank. Expires in 10 mins.,safe,0,Yes,No,Yes,No,No,No,Email,Bank
"Your single-use password for Amazon portal is 595407. If you did not request this, please change your password.",safe,0,No,No,Yes,No,No,No,SMS,Company
Your SBI verification code is 121879. Do not share this code with anyone for security reasons.,safe,0,Yes,No,Yes,No,No,No,SMS,Bank
Use OTP 420395 to complete your login attempt at Slack. Valid for 5 minutes.,safe,0,No,No,Yes,No,No,No,Email,Company
Security Alert: Your one-time passcode for Bank of America account access is 471782. Never give this code to callers.,safe,0,Yes,No,Yes,No,No,No,Email,Bank
Hi! Your 6-digit verification code for HDFC Bank sign-in is 106693.,safe,0,No,No,Yes,No,No,No,Email,Bank
Use 451851 as your security pin to authorize transaction on Apple. Expires in 10 mins.,safe,0,Yes,No,Yes,No,No,No,Email,Company
"Your single-use password for LinkedIn portal is 891265. If you did not request this, please change your password.",safe,0,No,No,Yes,No,No,No,Email,Company
Your Citi verification code is 163262. Do not share this code with anyone for security reasons.,safe,0,Yes,No,Yes,No,No,No,SMS,Bank
Use OTP 552500 to complete your login attempt at ICICI Bank. Valid for 5 minutes.,safe,0,No,No,Yes,No,No,No,Email,Bank
Security Alert: Your one-time passcode for Google account access is 876773. Never give this code to callers.,safe,0,Yes,No,Yes,No,No,No,SMS,Company
Hi! Your 6-digit verification code for Amazon sign-in is 415055.,safe,0,No,No,Yes,No,No,No,Email,Company
Use 758912 as your security pin to authorize transaction on Wells Fargo. Expires in 10 mins.,safe,0,Yes,No,Yes,No,No,No,SMS,Bank
"Your single-use password for HDFC Bank portal is 589203. If you did not request this, please change your password.",safe,0,No,No,Yes,No,No,No,Email,Bank
Your Apple verification code is 202393. Do not share this code with anyone for security reasons.,safe,0,Yes,No,Yes,No,No,No,SMS,Company
Use OTP 824121 to complete your login attempt at GitHub. Valid for 5 minutes.,safe,0,No,No,Yes,No,No,No,SMS,Company
Security Alert: Your one-time passcode for Citi account access is 439098. Never give this code to callers.,safe,0,Yes,No,Yes,No,No,No,SMS,Bank
Hi! Your 6-digit verification code for Amazon sign-in is 516834.,safe,0,No,No,Yes,No,No,No,SMS,Company
Use 743049 as your security pin to authorize transaction on Wells Fargo. Expires in 10 mins.,safe,0,Yes,No,Yes,No,No,No,Email,Bank
"Your single-use password for HDFC Bank portal is 963371. If you did not request this, please change your password.",safe,0,No,No,Yes,No,No,No,Email,Bank
Your Axis Bank verification code is 441105. Do not share this code with anyone for security reasons.,safe,0,Yes,No,Yes,No,No,No,SMS,Bank
Use OTP 949608 to complete your login attempt at PayPal. Valid for 5 minutes.,safe,0,No,No,Yes,No,No,No,SMS,Company
Security Alert: Your one-time passcode for Chase account access is 630114. Never give this code to callers.,safe,0,Yes,No,Yes,No,No,No,SMS,Bank
Hi! Your 6-digit verification code for HDFC Bank sign-in is 994217.,safe,0,No,No,Yes,No,No,No,Email,Bank
Use 651507 as your security pin to authorize transaction on LinkedIn. Expires in 10 mins.,safe,0,Yes,No,Yes,No,No,No,Email,Company
"Your single-use password for Citi portal is 665395. If you did not request this, please change your password.",safe,0,No,No,Yes,No,No,No,Email,Bank
Your LinkedIn verification code is 185169. Do not share this code with anyone for security reasons.,safe,0,Yes,No,Yes,No,No,No,SMS,Company
Use OTP 396637 to complete your login attempt at Wells Fargo. Valid for 5 minutes.,safe,0,No,No,Yes,No,No,No,SMS,Bank
Security Alert: Your one-time passcode for PayPal account access is 967077. Never give this code to callers.,safe,0,Yes,No,Yes,No,No,No,Email,Company
Hi! Your 6-digit verification code for WhatsApp sign-in is 290641.,safe,0,No,No,Yes,No,No,No,Email,Company
Use 333397 as your security pin to authorize transaction on Uber. Expires in 10 mins.,safe,0,Yes,No,Yes,No,No,No,Email,Company
"Your single-use password for Microsoft portal is 172049. If you did not request this, please change your password.",safe,0,No,No,Yes,No,No,No,Email,Company
Your Wells Fargo verification code is 854710. Do not share this code with anyone for security reasons.,safe,0,Yes,No,Yes,No,No,No,SMS,Bank
Use OTP 598107 to complete your login attempt at Apple. Valid for 5 minutes.,safe,0,No,No,Yes,No,No,No,SMS,Company
Security Alert: Your one-time passcode for Bank of America account access is 971009. Never give this code to callers.,safe,0,Yes,No,Yes,No,No,No,Email,Bank
Hi! Your 6-digit verification code for LinkedIn sign-in is 989136.,safe,0,No,No,Yes,No,No,No,SMS,Company
Use 128133 as your security pin to authorize transaction on PayPal. Expires in 10 mins.,safe,0,Yes,No,Yes,No,No,No,SMS,Company
"Your single-use password for SBI portal is 890823. If you did not request this, please change your password.",safe,0,No,No,Yes,No,No,No,Email,Bank
Your LinkedIn verification code is 650518. Do not share this code with anyone for security reasons.,safe,0,Yes,No,Yes,No,No,No,Email,Company
Use OTP 778190 to complete your login attempt at Citi. Valid for 5 minutes.,safe,0,No,No,Yes,No,No,No,Email,Bank
Security Alert: Your one-time passcode for SBI account access is 417995. Never give this code to callers.,safe,0,Yes,No,Yes,No,No,No,Email,Bank
Hi! Your 6-digit verification code for GitHub sign-in is 865289.,safe,0,No,No,Yes,No,No,No,Email,Company
Use 876479 as your security pin to authorize transaction on WhatsApp. Expires in 10 mins.,safe,0,Yes,No,Yes,No,No,No,Email,Company
"Your single-use password for Chase portal is 449492. If you did not request this, please change your password.",safe,0,No,No,Yes,No,No,No,Email,Bank
Your recent order with Amazon has been dispatched! Track your package live at https://www.amazon.com/your-orders,safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from Netflix is now ready for view: https://www.netflix.com/account,safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Chase Bank account was recorded. Review activity: https://www.chase.com/statements,safe,0,No,No,No,No,No,No,Email,Bank
Reminder from Income Tax Dept: Your subscription renewal is coming up soon. Manage preferences at https://www.incometax.gov.in/portal,safe,0,Yes,No,No,No,No,No,SMS,Government
Your electronic document from Coursera is ready for download: https://www.coursera.org/learn,safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Zoom. Please read full details here: https://www.zoom.us/j/98120491,safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with Google Workspace has been dispatched! Track your package live at https://www.google.com/drive,safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from Spotify is now ready for view: https://www.spotify.com/us/account,safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Uber account was recorded. Review activity: https://www.uber.com/trips,safe,0,No,No,No,No,No,No,Email,Company
Reminder from Swiggy: Your subscription renewal is coming up soon. Manage preferences at https://www.swiggy.com/orders,safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from Transport Ministry is ready for download: https://www.parivahan.gov.in,safe,0,No,No,No,No,No,No,Email,Government
Important update regarding your service with Apple. Please read full details here: https://www.apple.com/support,safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with GitHub has been dispatched! Track your package live at https://www.github.com/notifications,safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from PayPal is now ready for view: https://www.paypal.com/activity,safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Nike Store account was recorded. Review activity: https://www.store.nike.com/orders,safe,0,No,No,No,No,No,No,Email,Company
Reminder from Amazon: Your subscription renewal is coming up soon. Manage preferences at https://www.amazon.com/your-orders,safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from Netflix is ready for download: https://www.netflix.com/account,safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Chase Bank. Please read full details here: https://www.chase.com/statements,safe,0,No,No,No,No,No,No,SMS,Bank
Your recent order with Income Tax Dept has been dispatched! Track your package live at https://www.incometax.gov.in/portal,safe,0,Yes,No,No,No,No,No,Email,Government
Your monthly account summary from Coursera is now ready for view: https://www.coursera.org/learn,safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Zoom account was recorded. Review activity: https://www.zoom.us/j/98120491,safe,0,No,No,No,No,No,No,Email,Company
Reminder from Google Workspace: Your subscription renewal is coming up soon. Manage preferences at https://www.google.com/drive,safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from Spotify is ready for download: https://www.spotify.com/us/account,safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Uber. Please read full details here: https://www.uber.com/trips,safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with Swiggy has been dispatched! Track your package live at https://www.swiggy.com/orders,safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from Transport Ministry is now ready for view: https://www.parivahan.gov.in,safe,0,No,No,No,No,No,No,SMS,Government
Security Notice: New login to your Apple account was recorded. Review activity: https://www.apple.com/support,safe,0,No,No,No,No,No,No,Email,Company
Reminder from GitHub: Your subscription renewal is coming up soon. Manage preferences at https://www.github.com/notifications,safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from PayPal is ready for download: https://www.paypal.com/activity,safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Nike Store. Please read full details here: https://www.store.nike.com/orders,safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with Amazon has been dispatched! Track your package live at https://www.amazon.com/your-orders (Ref #1121),safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from Netflix is now ready for view: https://www.netflix.com/account (Ref #1122),safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Chase Bank account was recorded. Review activity: https://www.chase.com/statements (Ref #1123),safe,0,No,No,No,No,No,No,Email,Bank
Reminder from Income Tax Dept: Your subscription renewal is coming up soon. Manage preferences at https://www.incometax.gov.in/portal (Ref #1124),safe,0,Yes,No,No,No,No,No,SMS,Government
Your electronic document from Coursera is ready for download: https://www.coursera.org/learn (Ref #1125),safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Zoom. Please read full details here: https://www.zoom.us/j/98120491 (Ref #1126),safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with Google Workspace has been dispatched! Track your package live at https://www.google.com/drive (Ref #1127),safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from Spotify is now ready for view: https://www.spotify.com/us/account (Ref #1128),safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Uber account was recorded. Review activity: https://www.uber.com/trips (Ref #1129),safe,0,No,No,No,No,No,No,Email,Company
Reminder from Swiggy: Your subscription renewal is coming up soon. Manage preferences at https://www.swiggy.com/orders (Ref #1130),safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from Transport Ministry is ready for download: https://www.parivahan.gov.in (Ref #1131),safe,0,No,No,No,No,No,No,Email,Government
Important update regarding your service with Apple. Please read full details here: https://www.apple.com/support (Ref #1132),safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with GitHub has been dispatched! Track your package live at https://www.github.com/notifications (Ref #1133),safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from PayPal is now ready for view: https://www.paypal.com/activity (Ref #1134),safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Nike Store account was recorded. Review activity: https://www.store.nike.com/orders (Ref #1135),safe,0,No,No,No,No,No,No,Email,Company
Reminder from Amazon: Your subscription renewal is coming up soon. Manage preferences at https://www.amazon.com/your-orders (Ref #1136),safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from Netflix is ready for download: https://www.netflix.com/account (Ref #1137),safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Chase Bank. Please read full details here: https://www.chase.com/statements (Ref #1138),safe,0,No,No,No,No,No,No,SMS,Bank
Your recent order with Income Tax Dept has been dispatched! Track your package live at https://www.incometax.gov.in/portal (Ref #1139),safe,0,Yes,No,No,No,No,No,Email,Government
Your monthly account summary from Coursera is now ready for view: https://www.coursera.org/learn (Ref #1140),safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Zoom account was recorded. Review activity: https://www.zoom.us/j/98120491 (Ref #1141),safe,0,No,No,No,No,No,No,Email,Company
Reminder from Google Workspace: Your subscription renewal is coming up soon. Manage preferences at https://www.google.com/drive (Ref #1142),safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from Spotify is ready for download: https://www.spotify.com/us/account (Ref #1143),safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Uber. Please read full details here: https://www.uber.com/trips (Ref #1144),safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with Swiggy has been dispatched! Track your package live at https://www.swiggy.com/orders (Ref #1145),safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from Transport Ministry is now ready for view: https://www.parivahan.gov.in (Ref #1146),safe,0,No,No,No,No,No,No,SMS,Government
Security Notice: New login to your Apple account was recorded. Review activity: https://www.apple.com/support (Ref #1147),safe,0,No,No,No,No,No,No,Email,Company
Reminder from GitHub: Your subscription renewal is coming up soon. Manage preferences at https://www.github.com/notifications (Ref #1148),safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from PayPal is ready for download: https://www.paypal.com/activity (Ref #1149),safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Nike Store. Please read full details here: https://www.store.nike.com/orders (Ref #1150),safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with Amazon has been dispatched! Track your package live at https://www.amazon.com/your-orders (Ref #1151),safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from Netflix is now ready for view: https://www.netflix.com/account (Ref #1152),safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Chase Bank account was recorded. Review activity: https://www.chase.com/statements (Ref #1153),safe,0,No,No,No,No,No,No,Email,Bank
Reminder from Income Tax Dept: Your subscription renewal is coming up soon. Manage preferences at https://www.incometax.gov.in/portal (Ref #1154),safe,0,Yes,No,No,No,No,No,SMS,Government
Your electronic document from Coursera is ready for download: https://www.coursera.org/learn (Ref #1155),safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Zoom. Please read full details here: https://www.zoom.us/j/98120491 (Ref #1156),safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with Google Workspace has been dispatched! Track your package live at https://www.google.com/drive (Ref #1157),safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from Spotify is now ready for view: https://www.spotify.com/us/account (Ref #1158),safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Uber account was recorded. Review activity: https://www.uber.com/trips (Ref #1159),safe,0,No,No,No,No,No,No,Email,Company
Reminder from Swiggy: Your subscription renewal is coming up soon. Manage preferences at https://www.swiggy.com/orders (Ref #1160),safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from Transport Ministry is ready for download: https://www.parivahan.gov.in (Ref #1161),safe,0,No,No,No,No,No,No,Email,Government
Important update regarding your service with Apple. Please read full details here: https://www.apple.com/support (Ref #1162),safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with GitHub has been dispatched! Track your package live at https://www.github.com/notifications (Ref #1163),safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from PayPal is now ready for view: https://www.paypal.com/activity (Ref #1164),safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Nike Store account was recorded. Review activity: https://www.store.nike.com/orders (Ref #1165),safe,0,No,No,No,No,No,No,Email,Company
Reminder from Amazon: Your subscription renewal is coming up soon. Manage preferences at https://www.amazon.com/your-orders (Ref #1166),safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from Netflix is ready for download: https://www.netflix.com/account (Ref #1167),safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Chase Bank. Please read full details here: https://www.chase.com/statements (Ref #1168),safe,0,No,No,No,No,No,No,SMS,Bank
Your recent order with Income Tax Dept has been dispatched! Track your package live at https://www.incometax.gov.in/portal (Ref #1169),safe,0,Yes,No,No,No,No,No,Email,Government
Your monthly account summary from Coursera is now ready for view: https://www.coursera.org/learn (Ref #1170),safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Zoom account was recorded. Review activity: https://www.zoom.us/j/98120491 (Ref #1171),safe,0,No,No,No,No,No,No,Email,Company
Reminder from Google Workspace: Your subscription renewal is coming up soon. Manage preferences at https://www.google.com/drive (Ref #1172),safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from Spotify is ready for download: https://www.spotify.com/us/account (Ref #1173),safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Uber. Please read full details here: https://www.uber.com/trips (Ref #1174),safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with Swiggy has been dispatched! Track your package live at https://www.swiggy.com/orders (Ref #1175),safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from Transport Ministry is now ready for view: https://www.parivahan.gov.in (Ref #1176),safe,0,No,No,No,No,No,No,SMS,Government
Security Notice: New login to your Apple account was recorded. Review activity: https://www.apple.com/support (Ref #1177),safe,0,No,No,No,No,No,No,Email,Company
Reminder from GitHub: Your subscription renewal is coming up soon. Manage preferences at https://www.github.com/notifications (Ref #1178),safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from PayPal is ready for download: https://www.paypal.com/activity (Ref #1179),safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Nike Store. Please read full details here: https://www.store.nike.com/orders (Ref #1180),safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with Amazon has been dispatched! Track your package live at https://www.amazon.com/your-orders (Ref #1181),safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from Netflix is now ready for view: https://www.netflix.com/account (Ref #1182),safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Chase Bank account was recorded. Review activity: https://www.chase.com/statements (Ref #1183),safe,0,No,No,No,No,No,No,Email,Bank
Reminder from Income Tax Dept: Your subscription renewal is coming up soon. Manage preferences at https://www.incometax.gov.in/portal (Ref #1184),safe,0,Yes,No,No,No,No,No,SMS,Government
Your electronic document from Coursera is ready for download: https://www.coursera.org/learn (Ref #1185),safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Zoom. Please read full details here: https://www.zoom.us/j/98120491 (Ref #1186),safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with Google Workspace has been dispatched! Track your package live at https://www.google.com/drive (Ref #1187),safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from Spotify is now ready for view: https://www.spotify.com/us/account (Ref #1188),safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Uber account was recorded. Review activity: https://www.uber.com/trips (Ref #1189),safe,0,No,No,No,No,No,No,Email,Company
Reminder from Swiggy: Your subscription renewal is coming up soon. Manage preferences at https://www.swiggy.com/orders (Ref #1190),safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from Transport Ministry is ready for download: https://www.parivahan.gov.in (Ref #1191),safe,0,No,No,No,No,No,No,Email,Government
Important update regarding your service with Apple. Please read full details here: https://www.apple.com/support (Ref #1192),safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with GitHub has been dispatched! Track your package live at https://www.github.com/notifications (Ref #1193),safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from PayPal is now ready for view: https://www.paypal.com/activity (Ref #1194),safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Nike Store account was recorded. Review activity: https://www.store.nike.com/orders (Ref #1195),safe,0,No,No,No,No,No,No,Email,Company
Reminder from Amazon: Your subscription renewal is coming up soon. Manage preferences at https://www.amazon.com/your-orders (Ref #1196),safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from Netflix is ready for download: https://www.netflix.com/account (Ref #1197),safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Chase Bank. Please read full details here: https://www.chase.com/statements (Ref #1198),safe,0,No,No,No,No,No,No,SMS,Bank
Your recent order with Income Tax Dept has been dispatched! Track your package live at https://www.incometax.gov.in/portal (Ref #1199),safe,0,Yes,No,No,No,No,No,Email,Government
Your monthly account summary from Coursera is now ready for view: https://www.coursera.org/learn (Ref #1200),safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Zoom account was recorded. Review activity: https://www.zoom.us/j/98120491 (Ref #1201),safe,0,No,No,No,No,No,No,Email,Company
Reminder from Google Workspace: Your subscription renewal is coming up soon. Manage preferences at https://www.google.com/drive (Ref #1202),safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from Spotify is ready for download: https://www.spotify.com/us/account (Ref #1203),safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Uber. Please read full details here: https://www.uber.com/trips (Ref #1204),safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with Swiggy has been dispatched! Track your package live at https://www.swiggy.com/orders (Ref #1205),safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from Transport Ministry is now ready for view: https://www.parivahan.gov.in (Ref #1206),safe,0,No,No,No,No,No,No,SMS,Government
Security Notice: New login to your Apple account was recorded. Review activity: https://www.apple.com/support (Ref #1207),safe,0,No,No,No,No,No,No,Email,Company
Reminder from GitHub: Your subscription renewal is coming up soon. Manage preferences at https://www.github.com/notifications (Ref #1208),safe,0,Yes,No,No,No,No,No,SMS,Company
Your electronic document from PayPal is ready for download: https://www.paypal.com/activity (Ref #1209),safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Nike Store. Please read full details here: https://www.store.nike.com/orders (Ref #1210),safe,0,No,No,No,No,No,No,SMS,Company
Your recent order with Amazon has been dispatched! Track your package live at https://www.amazon.com/your-orders (Ref #1211),safe,0,Yes,No,No,No,No,No,Email,Company
Your monthly account summary from Netflix is now ready for view: https://www.netflix.com/account (Ref #1212),safe,0,No,No,No,No,No,No,SMS,Company
Security Notice: New login to your Chase Bank account was recorded. Review activity: https://www.chase.com/statements (Ref #1213),safe,0,No,No,No,No,No,No,Email,Bank
Reminder from Income Tax Dept: Your subscription renewal is coming up soon. Manage preferences at https://www.incometax.gov.in/portal (Ref #1214),safe,0,Yes,No,No,No,No,No,SMS,Government
Your electronic document from Coursera is ready for download: https://www.coursera.org/learn (Ref #1215),safe,0,No,No,No,No,No,No,Email,Company
Important update regarding your service with Zoom. Please read full details here: https://www.zoom.us/j/98120491 (Ref #1216),safe,0,No,No,No,No,No,No,SMS,Company
