message,category,label,urgency,financial_request,personal_info_request,suspicious_link,threat_language,reward_promise,source,sender_type
"Hello, this is Inspector Patil from Crime Branch. Stay in front of camera. Do not tell your family members about this digital arrest proceeding or they will be arrested too.",Digital Arrest Scam,1,Yes,No,No,No,Yes,No,WhatsApp,Government
CRITICAL LEGAL ALERT: Non-compliance with virtual court custody will result in freezing of all family bank accounts. Access hearing portal: http://virtual-court-room.com,Digital Arrest Scam,1,Yes,No,No,Yes,Yes,No,Email,Government
"You are under digital arrest by Ministry of Home Affairs for financial fraud. To prove innocence, transfer ₹50,000 to Supreme Court Audit Cell account.",Digital Arrest Scam,1,Yes,Yes,No,No,Yes,No,SMS,Government
"Sir, stay on video call. Our senior officer will join in 2 minutes to conduct your virtual interrogation regarding illegal money transfers. Keep your identity proof ready.",Digital Arrest Scam,1,No,No,Yes,No,Yes,No,WhatsApp,Government
Official Notice: Your phone number is involved in 45 scam complaints. Digital detention active. Click http://telecom-disconnection-appeal.com to request hearing.,Digital Arrest Scam,1,Yes,No,No,Yes,Yes,No,SMS,Company
Police Notice: You are under continuous digital surveillance for suspected treason. Do not leave your house until virtual inquiry is completed.,Digital Arrest Scam,1,Yes,No,No,No,Yes,No,WhatsApp,Government
Urgent: Interpol digital custody order issued against your name. Upload identity document and signature at http://interpol-case-file.org to request bail.,Digital Arrest Scam,1,Yes,No,Yes,Yes,Yes,No,Email,Government
"Sir, I am calling from Cyber Enforcement Bureau. Your passport has been revoked. Join Skype call now for digital arrest procedure or police team will reach your address in 30 mins.",Digital Arrest Scam,1,Yes,No,No,No,Yes,No,SMS,Government
"Attention: Your bank account is linked to international cartel transactions. Deposit ₹300,000 into Govt reserve account for financial auditing to lift digital arrest.",Digital Arrest Scam,1,Yes,Yes,No,No,Yes,No,Email,Government
Notice: You have been placed under virtual arrest by High Court Cyber Division. Submit your debit card front and back photo to verify source of funds.,Digital Arrest Scam,1,Yes,Yes,Yes,No,Yes,No,WhatsApp,Government
CBI Emergency Order: Your online activity is under surveillance. Tap http://cbi-case-status-check.com to view formal digital arrest charge sheet.,Digital Arrest Scam,1,Yes,No,No,Yes,Yes,No,SMS,Government
"Hello, Crime Branch Helpdesk. Your digital arrest timer has started. You have 10 minutes to join video link sent on WhatsApp before police team breaks into your home.",Digital Arrest Scam,1,Yes,No,No,No,Yes,No,WhatsApp,Government
Legal Alert: You are charged under Prevention of Corruption Act. Complete online identity check at http://court-case-verification.gov.in.check-id.cc to avoid instant jail.,Digital Arrest Scam,1,Yes,No,Yes,Yes,Yes,No,Email,Government
"Sir, do not switch off your phone. You are in digital detention. Pay ₹25,000 investigation fee to Govt UPI ID to close case file immediately.",Digital Arrest Scam,1,Yes,Yes,No,No,Yes,No,WhatsApp,Government
Urgent: NCB confiscated parcel with fake IDs in your name. Download digital statement form at http://ncb-case-proceeding.org to submit your defense.,Digital Arrest Scam,1,Yes,No,No,Yes,Yes,No,SMS,Government
WARNING: Attempting to close this chat or contact legal aid will be considered escape from digital custody and treated as a criminal offence. Stay online.,Digital Arrest Scam,1,Yes,No,No,No,Yes,No,WhatsApp,Government
