message,category,label,urgency,financial_request,personal_info_request,suspicious_link,threat_language,reward_promise,source,sender_type
"Heloo sir, I am army clerk Officer Sharma. I want to pay advance room rent ₹15,000 via UPI QR code. Scan QR code and enter PIN to accept army transfer.",UPI Scam,1,No,Yes,Yes,No,No,No,WhatsApp,Individual
"Dear User, your electricity bill payment of ₹1,850 via PhonePe failed but money was debited. Click http://power-bill-refund-upi.com to initiate instant reverse transfer.",UPI Scam,1,Yes,Yes,No,Yes,No,Yes,Email,Company
Notice: RBI has updated national UPI security protocol. Mandatory re-registration required for all account holders at http://rbi-upi-portal-compliance.gov.in.pay-sec.cc,UPI Scam,1,Yes,No,Yes,Yes,Yes,No,Email,Government
"Hi, I am interested in renting your flat. I am sending you a ₹10,000 UPI barcode. Just scan it with your camera and type your PIN to get deposit in bank.",UPI Scam,1,No,Yes,Yes,No,No,No,WhatsApp,Individual
"Urgent: ₹8,999 debited from your account towards Merchant Pay. If this was not done by you, block your UPI account immediately at http://block-upi-transfers.com",UPI Scam,1,Yes,Yes,No,Yes,Yes,No,SMS,Bank
"Dear Customer, you have unredeemed PhonePe reward points worth ₹1,450. Convert points to cash before midnight: http://phonepe-points-redeem-cash.com",UPI Scam,1,Yes,No,No,Yes,No,Yes,SMS,Company
"Alert: Unclaimed UPI refund of ₹2,100 waiting in your queue. Click http://claim-pending-upi-refund.net to submit bank account and IFSC code.",UPI Scam,1,No,Yes,Yes,Yes,No,Yes,Email,Unknown
"Plz send back ₹3000 i sent to u by mistake on Paytm, my mother is in hospital i really need this money right now sir please help 🙏🙏",UPI Scam,1,Yes,Yes,No,No,No,No,WhatsApp,Individual
"Dear User, your Google Pay rewards account will expire today. Claim your ₹750 merchant voucher immediately at http://gpay-rewards-vouchers.com",UPI Scam,1,Yes,No,No,Yes,No,Yes,SMS,Company
URGENT BHIM UPI ALERT: Account frozen due to mismatch in profile data. Verify your bank account credentials now at http://bhim-profile-sync.com,UPI Scam,1,Yes,No,Yes,Yes,Yes,No,Email,Government
"Hi! You have been selected for ₹5,000 cashback on your first 3 UPI transactions of the month! Claim reward now: http://upi-cashback-offer-today.com",UPI Scam,1,No,No,No,Yes,No,Yes,WhatsApp,Unknown
"Dear Customer, your UPI VPA handle is suspended. To reactivate your UPI service and prevent permanent blockage, update profile at http://reactivate-vpa-upi.com",UPI Scam,1,Yes,No,Yes,Yes,Yes,No,SMS,Bank
"Sir I am calling from Paytm customer support. Your UPI refund for ₹1,500 was rejected by bank. Share your debit card number and OTP to receive direct credit.",UPI Scam,1,Yes,Yes,Yes,No,No,Yes,SMS,Company
Warning! Your daily UPI transaction limit has been exceeded due to suspicious activity. Reset your limit immediately at http://upi-limit-reset-portal.com,UPI Scam,1,Yes,No,No,Yes,Yes,No,Email,Bank
"Congratulations! You won ₹50,000 in Kaun Banega Crorepati UPI Lucky Draw. Contact KBC executive on WhatsApp 9900112233 to claim cash prize!",UPI Scam,1,No,No,No,No,No,Yes,WhatsApp,Unknown
"Dear user, your recent UPI transfer of ₹450 to Swiggy was charged twice. Click http://swiggy-double-charge-refund.com to initiate instant reverse transfer.",UPI Scam,1,No,Yes,No,Yes,No,Yes,Email,Company
"Hey, I accidentally initiated a UPI collect request of ₹1,000 instead of sending it to you. Please decline it or just approve it and I will send u ₹2,000 back!",UPI Scam,1,No,Yes,No,No,No,Yes,WhatsApp,Individual
