message,category,label,urgency,financial_request,personal_info_request,suspicious_link,threat_language,reward_promise,source,sender_type
"Dear Citizen, your bank account is frozen under Money Laundering Act. To verify legitimate income during digital detention, transfer all liquid balance to RBI verification account: http://rbi-escrow-verify.org",Digital Arrest Scam,1,Yes,Yes,No,Yes,Yes,No,Email,Government
"Sir, do not disconnect this call. You are being recorded by Federal Investigation Bureau. Keep your camera ON at all times during this digital custody process.",Digital Arrest Scam,1,Yes,No,No,No,Yes,No,WhatsApp,Government
Notice: Supreme Court E-Committee summons you for virtual trial. Download official digital court portal to attend: http://ecourt-virtual-hearing-portal.com,Digital Arrest Scam,1,Yes,No,No,Yes,Yes,No,Email,Government
Attention: FedEx package containing 200g MDMA intercepted at Mumbai airport billed to your address. Connect to digital police station on WhatsApp immediately.,Digital Arrest Scam,1,Yes,No,No,No,Yes,No,SMS,Company
Warning: You are under continuous video monitoring by Cyber Police. Disconnecting or making external phone calls will result in immediate raid by local police.,Digital Arrest Scam,1,Yes,No,No,No,Yes,No,WhatsApp,Government
Court Order: You are accused in Case #99102 (Human Trafficking). You must remain under digital arrest until identity clearance. Submit copy of identity card for verification.,Digital Arrest Scam,1,Yes,No,Yes,No,Yes,No,Email,Government
"CBI Cyber Unit: Your phone IP address was logged in a national security breach. Pay ₹80,000 penalty fee to avoid immediate police custody at your doorstep.",Digital Arrest Scam,1,Yes,Yes,No,No,Yes,No,SMS,Government
"Sir, police team is waiting outside your city sector. If you want to settle this digital arrest case quietly, send ₹200,000 security bond right now.",Digital Arrest Scam,1,Yes,Yes,No,No,Yes,No,WhatsApp,Government
Emergency Notice: High Court has ordered your virtual detention. Click link to download official digital bail application form: http://highcourt-bail-form.com,Digital Arrest Scam,1,Yes,No,No,Yes,Yes,No,SMS,Government
This is Head Police Inspector Deshmukh. You are under digital interrogation for credit card fraud. State your credit card CVV and PIN to clear your name from suspect list.,Digital Arrest Scam,1,Yes,Yes,Yes,No,Yes,No,WhatsApp,Government
URGENT LEGAL ACTION: Your identity details were used to register 12 fake SIMs used in extortion. Open http://cyber-identity-clearance.in to join virtual investigation room.,Digital Arrest Scam,1,Yes,No,Yes,Yes,Yes,No,Email,Government
Notice from Financial Intelligence Unit: All your assets are frozen under digital house arrest protocol. Share OTP sent to your phone to verify account ownership.,Digital Arrest Scam,1,Yes,No,Yes,No,Yes,No,SMS,Government
Warning: Digital Arrest procedure initiated by Anti-Terrorism Squad. Remain in your room alone with video camera active until interrogation completes.,Digital Arrest Scam,1,Yes,No,No,No,Yes,No,WhatsApp,Government
Your courier parcel #88219 has been seized by customs for illegal contraband. Pay legal clearance fee at http://customs-clearance-fine.com to stop digital arrest warrant.,Digital Arrest Scam,1,Yes,Yes,No,Yes,Yes,No,SMS,Company
"Dear Customer, Bank account suspended by Cyber Crime Cell order. To lift digital arrest on funds, submit netbanking login credentials at http://bank-freeze-clearance.com",Digital Arrest Scam,1,Yes,No,Yes,Yes,Yes,No,Email,Bank
"Sir, NCB officer here. A contraband shipment with your name was captured. Stay on this WhatsApp call to record your statement or face instant arrest squad.",Digital Arrest Scam,1,Yes,No,No,No,Yes,No,WhatsApp,Government
Digital Summons: Failure to join live virtual interrogation within 15 minutes will result in immediate publication of your arrest warrant on national news.,Digital Arrest Scam,1,Yes,No,No,No,Yes,No,SMS,Government
Final Order: You are placed in virtual custody for tax evasion. Deposit temporary clearance bond to RBI nodal bank account immediately.,Digital Arrest Scam,1,Yes,Yes,No,No,Yes,No,Email,Government
Cyber Cell Notice: Suspicious illegal activity detected from your wifi router. Click http://cyber-wifi-investigation.net to register for online interrogation.,Digital Arrest Scam,1,No,No,No,Yes,Yes,No,SMS,Government
"Hello, this is Inspector Patil from Crime Branch. Stay in front of camera. Do not tell your family members about this digital arrest proceeding or they will be arrested too.",Digital Arrest Scam,1,Yes,No,No,No,Yes,No,WhatsApp,Government
CRITICAL LEGAL ALERT: Non-compliance with virtual court custody will result in freezing of all family bank accounts. Access hearing portal: http://virtual-court-room.com,Digital Arrest Scam,1,Yes,No,No,Yes,Yes,No,Email,Government
"You are under digital arrest by Ministry of Home Affairs for financial fraud. To prove innocence, transfer ₹50,000 to Supreme Court Audit Cell account.",Digital Arrest Scam,1,Yes,Yes,No,No,Yes,No,SMS,Government
"Sir, stay on video call. Our senior officer will join in 2 minutes to conduct your virtual interrogation regarding illegal money transfers. Keep your identity proof ready.",Digital Arrest Scam,1,No,No,Yes,No,Yes,No,WhatsApp,Government
Official Notice: Your phone number is involved in 45 scam complaints. Digital detention active. Click http://telecom-disconnection-appeal.com to request hearing.,Digital Arrest Scam,1,Yes,No,No,Yes,Yes,No,SMS,Company
Police Notice: You are under continuous digital surveillance for suspected treason. Do not leave your house until virtual inquiry is completed.,Digital Arrest Scam,1,Yes,No,No,No,Yes,No,WhatsApp,Government
Urgent: Interpol digital custody order issued against your name. Upload identity document and signature at http://interpol-case-file.org to request bail.,Digital Arrest Scam,1,Yes,No,Yes,Yes,Yes,No,Email,Government
"Sir, I am calling from Cyber Enforcement Bureau. Your passport has been revoked. Join Skype call now for digital arrest procedure or police team will reach your address in 30 mins.",Digital Arrest Scam,1,Yes,No,No,No,Yes,No,SMS,Government
"Attention: Your bank account is linked to international cartel transactions. Deposit ₹300,000 into Govt reserve account for financial auditing to lift digital arrest.",Digital Arrest Scam,1,Yes,Yes,No,No,Yes,No,Email,Government
Notice: You have been placed under virtual arrest by High Court Cyber Division. Submit your debit card front and back photo to verify source of funds.,Digital Arrest Scam,1,Yes,Yes,Yes,No,Yes,No,WhatsApp,Government
CBI Emergency Order: Your online activity is under surveillance. Tap http://cbi-case-status-check.com to view formal digital arrest charge sheet.,Digital Arrest Scam,1,Yes,No,No,Yes,Yes,No,SMS,Government
"Hello, Crime Branch Helpdesk. Your digital arrest timer has started. You have 10 minutes to join video link sent on WhatsApp before police team breaks into your home.",Digital Arrest Scam,1,Yes,No,No,No,Yes,No,WhatsApp,Government
Legal Alert: You are charged under Prevention of Corruption Act. Complete online identity check at http://court-case-verification.gov.in.check-id.cc to avoid instant jail.,Digital Arrest Scam,1,Yes,No,Yes,Yes,Yes,No,Email,Government
"Sir, do not switch off your phone. You are in digital detention. Pay ₹25,000 investigation fee to Govt UPI ID to close case file immediately.",Digital Arrest Scam,1,Yes,Yes,No,No,Yes,No,WhatsApp,Government
Urgent: NCB confiscated parcel with fake IDs in your name. Download digital statement form at http://ncb-case-proceeding.org to submit your defense.,Digital Arrest Scam,1,Yes,No,No,Yes,Yes,No,SMS,Government
WARNING: Attempting to close this chat or contact legal aid will be considered escape from digital custody and treated as a criminal offence. Stay online.,Digital Arrest Scam,1,Yes,No,No,No,Yes,No,WhatsApp,Government
"Dear customer, we detected an unauthorized login attempt on your Amazon account from an unknown device. Call our support executive at 1-800-555-0143 immediately to secure your profile.",Fake Customer Care,1,Yes,No,No,No,Yes,No,Email,Company
Hi! This is Alex from Apple Support. We noticed your iCloud storage upgrade failed. Please update your payment card details here to prevent data suspension: http://support-apple-billing.com,Fake Customer Care,1,Yes,Yes,Yes,Yes,Yes,No,SMS,Company
"Dear user, your recent complaint #99201 regarding Netflix subscription refund has been processed. Share the 6-digit OTP sent to your mobile to claim refund of $24.99",Fake Customer Care,1,No,Yes,Yes,No,No,Yes,SMS,Company
"Hello, thanks for reaching out to SBI Helpdesk! To unblock your net banking profile, kindly reply with your 16-digit ATM card number and CVV code.",Fake Customer Care,1,Yes,No,Yes,No,Yes,No,WhatsApp,Bank
"We noticed you tweeted about your missing luggage on flight BA204. Please send us your full name, booking reference, and card details at http://air-helpdesk-refunds.com so we can process instant compensation 🧳",Fake Customer Care,1,No,Yes,Yes,Yes,No,Yes,SMS,Company
"URGENT HELP DESK: Your WhatsApp account transfer request is in progress. If you did not request this change, reply with STOP and share your verification code immediately.",Fake Customer Care,1,Yes,No,Yes,No,Yes,No,SMS,Company
"Hi sir, I am Rahul from Paytm Care regarding your failed mobile recharge. Kindly install AnyDesk app on your device and share 9-digit code so I can fix issue remotely.",Fake Customer Care,1,No,Yes,Yes,No,No,No,WhatsApp,Company
Microsoft Support Alert: Critical malware detected on your computer! Windows firewall has disabled your system. Call toll-free helpline 1-888-555-0199 now for live technician help.,Fake Customer Care,1,Yes,No,No,No,Yes,No,SMS,Company
"Dear Customer, your Flipkart refund of ₹1,499 is pending. To accept payment direct to your bank, open this link and enter your UPI PIN: http://flipkart-refund-portal.net",Fake Customer Care,1,Yes,Yes,Yes,Yes,No,Yes,SMS,Company
"Hello, this is Delta Airlines Customer Care regarding your tweet. We apologize for the delayed flight. Click http://delta-flight-claim.com to receive your $200 voucher!",Fake Customer Care,1,No,No,No,Yes,No,Yes,Email,Company
"Attention! Your Google Pay account was logged in from Moscow. If this was not you, reset your password & security pin immediately at http://gpay-security-center.org",Fake Customer Care,1,Yes,No,Yes,Yes,Yes,No,Email,Company
"Dear Member, your Gym Membership refund request of $45 was approved. Kindly verify your identity by providing your card details to our customer care agent via chat.",Fake Customer Care,1,No,Yes,Yes,No,No,Yes,Email,Company
Hi there! This is Instagram Support. Your account was flagged for copyright violation. Fill out the appeal form at http://instagram-copyright-appeal.com within 24 hours or your account will be deleted permanently.,Fake Customer Care,1,Yes,No,Yes,Yes,Yes,No,Email,Company
"Dear Valued Shopper, regarding your inquiry about non-delivery of order #8849. Please send $4.99 re-shipping fee to complete parcel delivery today.",Fake Customer Care,1,Yes,Yes,No,No,No,No,Email,Company
"Hello sir, I am calling from HDFC Customer Service. Your debit card will be blocked by 5 PM due to incomplete KYC. Send your identity verification details on WhatsApp to avoid card closure.",Fake Customer Care,1,Yes,No,Yes,No,Yes,No,WhatsApp,Bank
UPS Helpdesk: Package #49021 cannot be delivered due to address error. Update your address and pay $1.50 redelivery fee at http://ups-parcel-tracking-update.com,Fake Customer Care,1,No,Yes,Yes,Yes,No,No,SMS,Company
"Hi, thanks for messaging PayPal Support on Twitter! To resolve your transaction hold, please visit http://paypal-resolution-center-login.com and sign in.",Fake Customer Care,1,No,No,Yes,Yes,No,No,Email,Company
URGENT: Swiggy Support team noticed duplicate debit of ₹320 on your order. Reply with your bank account number and OTP to initiate immediate refund.,Fake Customer Care,1,Yes,Yes,Yes,No,No,Yes,SMS,Company
"Hello dear customer, this is Cash App representative. We received your support ticket regarding missing funds. Click http://cash-app-support-funds.net to unlock your balance.",Fake Customer Care,1,Yes,Yes,No,Yes,No,Yes,Email,Company
"Dear Customer, your electricity power will be disconnected at 9 PM by Customer Service Executive due to previous month bill non-updated. Call 9876543210 immediately.",Fake Customer Care,1,Yes,Yes,No,No,Yes,No,SMS,Company
"Hi, this is Sony Support team regarding your PlayStation 5 warranty request. Enter your serial code and credit card details at http://ps5-warranty-register.com",Fake Customer Care,1,No,Yes,Yes,Yes,No,No,Email,Company
"Dear user, your Coinbase wallet requires mandatory migration to new server protocol. Failure to migrate within 12h will result in asset loss: http://coinbase-wallet-sync.org",Fake Customer Care,1,Yes,No,Yes,Yes,Yes,No,Email,Company
"Hello, this is FedEx Executive. Your parcel contains restricted items. Pay inspection fee of $25 or legal action will be initiated by customs department.",Fake Customer Care,1,Yes,Yes,No,No,Yes,No,SMS,Company
"Dear Customer, thanks for reaching Uber Support on WhatsApp. Your driver reported lost wallet. Please click http://uber-lost-item-claim.com to pay return fee.",Fake Customer Care,1,No,Yes,No,Yes,No,No,WhatsApp,Company
Warning from Jio Care: Your 5G SIM service will stop tonight due to pending document verification. Submit your document details at http://jio-sim-kyc-online.in,Fake Customer Care,1,Yes,No,Yes,Yes,Yes,No,SMS,Company
"Hi! PayPal customer service here. We flagged $450 transaction to BestBuy. If you did not make this purchase, call our fraud branch at 1-800-555-0188 right away.",Fake Customer Care,1,Yes,Yes,No,No,Yes,No,Email,Company
"Dear Member, eBay Customer Support has issued a partial refund of $35.00 for item #89102. Log in at http://ebay-refund-claim-portal.com to deposit funds.",Fake Customer Care,1,No,No,Yes,Yes,No,Yes,Email,Company
"Hi, I am Officer Verma from Cyber Crime Cell & Bank Customer Care. Suspicious illegal transactions detected on your account. Transfer your funds to safe reserve bank account immediately.",Fake Customer Care,1,Yes,Yes,No,No,Yes,No,WhatsApp,Government
"Dear Guest, AirBnB Support here. Host cancelled your booking #7712. Click http://airbnb-rebooking-refund.net to choose alternative stay or claim 100% refund.",Fake Customer Care,1,No,No,No,Yes,No,Yes,Email,Company
Customer Care Alert: Your Disney+ subscription renewal failed. Avoid service termination by updating payment method at http://disneyplus-billing-fix.com,Fake Customer Care,1,Yes,Yes,Yes,Yes,Yes,No,SMS,Company
"Hello, this is Robinhood Help Desk. Your crypto trading account is locked due to unusual IP access. Unlock account instantly by clicking http://robinhood-verify-identity.com",Fake Customer Care,1,Yes,No,Yes,Yes,Yes,No,Email,Company
"Hi sir, Vodafone Idea customer care department calling. Your internet pack expires today. Re-verify your SIM ownership by texting your 16 digit SIM number to us.",Fake Customer Care,1,Yes,No,Yes,No,Yes,No,SMS,Company
"Dear user, Zoom Customer Care detected security flaw on your desktop app. Download mandatory security patch update immediately: http://zoom-desktop-patch-update.com",Fake Customer Care,1,Yes,No,No,Yes,Yes,No,Email,Company
Hello! Facebook Help Center here. We received report that your page violates community standards. Confirm account password at http://fb-page-security-appeal.com or page will be deleted.,Fake Customer Care,1,Yes,No,Yes,Yes,Yes,No,Email,Company
"Dear customer, your Domino's Pizza order payment was debited twice. Connect with live chat agent at http://dominos-refund-chat-line.com to get instant reimbursement.",Fake Customer Care,1,No,Yes,No,Yes,No,Yes,SMS,Company
"Hi, Telegram Customer Service regarding your premium membership. We noticed billing issue. Share the 5-digit login code you just received to verify ownership.",Fake Customer Care,1,Yes,No,Yes,No,No,No,SMS,Company
Attention: Walmart Order #09211 is held due to incomplete address. Please verify your identity and payment credentials at http://walmart-order-tracking.net,Fake Customer Care,1,No,No,Yes,Yes,No,No,Email,Company
"Dear account holder, Bank of America Customer Care flagged transaction of $1,200 to CryptoCorp. Reply YES to authorize or call 1-800-555-0177 to cancel.",Fake Customer Care,1,Yes,Yes,No,No,Yes,No,SMS,Bank
"Hello, Spotify Care team here! Your family plan subscription was paused. Re-activate your account now to keep listening: http://spotify-family-billing.com",Fake Customer Care,1,No,Yes,Yes,Yes,No,No,Email,Company
"Dear Citizen, Income Tax Department Helpline: Your tax refund of ₹18,500 is pending approval. Confirm your bank account & IFSC code at http://incometax-refund-desk.in",Fake Customer Care,1,No,Yes,Yes,Yes,No,Yes,SMS,Government
"Hi, Zomato support agent here! We saw your tweet about cold food delivery. We issued ₹300 refund coupon. Claim direct to UPI at http://zomato-care-coupons.com",Fake Customer Care,1,No,No,No,Yes,No,Yes,WhatsApp,Company
Urgent update from DHL Care Desk: Duties & taxes of $3.20 are unpaid for shipment #UK882. Pay now at http://dhl-customs-pay-portal.com to release delivery.,Fake Customer Care,1,Yes,Yes,No,Yes,Yes,No,Email,Company
"Hello, Steam Support executive here. Someone reported your account for illegal trading. Share your mobile authenticator code immediately to prevent permanent VAC ban.",Fake Customer Care,1,Yes,No,Yes,No,Yes,No,WhatsApp,Company
"Dear Customer, your Airtel Broadband account has an overdue balance of ₹899. Pay before 6:00 PM today to avoid service disconnection: http://airtel-quickpay-desk.in",Fake Customer Care,1,Yes,Yes,No,Yes,Yes,No,SMS,Company
Hi! QuickBooks Technical Support here. Your annual license subscription auto-renewed for $699. Call 1-888-555-0122 immediately to reverse invoice.,Fake Customer Care,1,No,Yes,No,No,No,No,Email,Company
